date,elo1,elo2,elo_diff,elo_prob1,my_prob1,neutral,playoff,result1,score1,score2,season,team1,team2,week_in_season
1920-10-17,1502.536,1300.0,298.663869508,0.823473594627,0.84803187574,0,0,1.0,28.0,7.0,1920,BFF,MCK,4
1920-10-24,1343.231,1438.927,2.72236172493,0.455939487249,0.503917713276,0,0,0.0,0.0,10.0,1920,CHT,CHI,5
1920-10-24,1523.251,1498.252,115.656863927,0.626697734957,0.660556337962,0,0,1.0,7.0,0.0,1920,RII,ARI,5
1920-10-24,1547.362,1456.436,182.086964658,0.710452392331,0.7404246461,0,0,1.0,7.0,0.0,1920,AKR,CTI,5
1920-10-24,1531.807,1540.777,89.7233930529,0.579941830775,0.626326497471,0,0,0.5,20.0,20.0,1920,DAY,CBD,5
1920-10-24,1513.225,1300.0,309.208143371,0.832240749681,0.855690093395,0,0,1.0,21.0,7.0,1920,RCH,SYR,5
1920-10-24,1472.342,1421.606,143.462793267,0.660658473291,0.695474225521,0,0,1.0,6.0,0.0,1920,DHR,COL,5
1920-10-24,1512.265,1289.004,316.174990982,0.84015256936,0.860572072843,0,0,1.0,38.0,0.0,1920,BFF,TLM,5
1920-10-31,1529.368,1293.191,327.057185091,0.849886887823,0.867920086259,0,0,1.0,23.0,7.0,1920,DAY,CNC,6
1920-10-31,1522.621,1521.291,99.8070944714,0.594313478052,0.639809131764,0,0,1.0,17.0,6.0,1920,BFF,RCH,6
1920-10-31,1300.0,1405.71,-10.5389138018,0.44168025619,0.484837933872,0,0,0.0,9.0,14.0,1920,LOG,HAM,6
1920-10-31,1483.337,1484.888,99.731294987,0.590308732113,0.639708570305,0,0,1.0,21.0,0.0,1920,ARI,DHR,6
1920-10-31,1300.0,1460.492,-60.2498136069,0.365934909879,0.41415236574,0,0,0.0,0.0,29.0,1920,RCK,CHI,6
1920-10-31,1445.191,1409.059,130.229828671,0.641564866095,0.679105297995,0,0,1.0,7.0,0.0,1920,CTI,COL,6
1920-10-31,1543.215,1558.607,87.9223295502,0.570910419232,0.623896850954,0,0,0.0,0.0,10.0,1920,CBD,AKR,6
1920-10-31,1538.166,1321.666,312.411587402,0.834856389469,0.857952308924,0,0,1.0,20.0,7.0,1920,RII,CHT,6
1920-11-07,1542.193,1300.0,332.992003917,0.854251741895,0.871787433254,0,0,1.0,35.0,0.0,1920,BFF,ATN,7
1920-11-07,1300.0,1394.807,-6.46338163198,0.457209209876,0.490699518993,0,0,0.0,0.0,10.0,1920,ZAN,COL,7
1920-11-07,1300.0,1421.25,-27.8303398698,0.419749688364,0.460034362798,0,0,0.0,13.0,14.0,1920,PUL,HAM,7
1920-11-07,1313.938,1507.955,-97.8035149095,0.322418040622,0.36285307304,0,0,0.0,3.0,6.0,1920,CHT,ARI,7
1920-11-07,1545.894,1484.349,145.884231487,0.674465389771,0.698418277416,0,0,0.5,0.0,0.0,1920,RII,CHI,7
1920-11-07,1501.719,1310.382,287.854136126,0.813906216537,0.839837783964,0,0,1.0,27.0,7.0,1920,RCH,UTI,7
1920-11-07,1459.443,1515.204,53.8163689808,0.51329285667,0.576834470946,0,0,0.0,0.0,18.0,1920,CTI,CBD,7
1920-11-11,1300.0,1489.67,-93.7225798312,0.327908869598,0.368301450946,0,0,0.0,0.0,20.0,1920,CHL,CHI,8
1920-11-11,1300.0,1540.573,-127.503901196,0.266846906009,0.324323824601,0,0,0.5,7.0,7.0,1920,THO,RII,8
1920-11-14,1300.0,1508.566,-115.232281924,0.304399963547,0.339991894929,0,0,0.0,0.0,3.0,1920,MNM,CHI,8
1920-11-14,1545.558,1305.494,344.516030355,0.85271922682,0.879021199724,0,0,1.0,21.0,0.0,1920,CBD,CHT,8
1920-11-14,1516.399,1285.709,327.761347415,0.845812520321,0.868384064055,0,0,1.0,20.0,0.0,1920,ARI,CNC,8
1920-11-14,1429.088,1586.618,-55.4148459075,0.369900079588,0.420921060326,0,0,0.5,7.0,7.0,1920,CTI,AKR,9
1920-11-14,1533.462,1536.85,94.3698415885,0.587748898963,0.632564982874,0,0,0.0,0.0,21.0,1920,RII,DAY,9
1920-11-14,1335.595,1460.271,-30.5840492342,0.414954032988,0.456099350815,0,0,0.5,0.0,0.0,1920,FTW,DHR,9
1920-11-14,1300.0,1426.924,-34.1281026287,0.411815994724,0.451043070484,0,0,1.0,7.0,6.0,1920,GAR,HAM,9
1920-11-14,1551.359,1416.441,211.045669923,0.759660755734,0.771160657964,0,0,1.0,43.0,7.0,1920,BFF,COL,9
1920-11-14,1511.868,1290.834,315.542001575,0.838423423214,0.860134289081,0,0,0.0,0.0,6.0,1920,RCH,ATN,9
1920-11-21,1474.362,1300.0,268.480904354,0.798650051078,0.824262887855,0,0,1.0,16.0,0.0,1920,RCH,ROS,9
1920-11-21,1582.65,1574.232,111.440433902,0.604111931278,0.655093070006,0,0,1.0,13.0,0.0,1920,AKR,DAY,10
1920-11-21,1567.27,1553.555,106.68916944,0.611380776767,0.648887398546,0,0,0.0,0.0,3.0,1920,BFF,CBD,10
1920-11-21,1524.675,1300.0,322.424189732,0.841242667899,0.864832702908,0,0,1.0,14.0,0.0,1920,ARI,LAN,10
1920-11-21,1433.056,1278.649,247.655319773,0.779543521192,0.806217727731,0,0,1.0,14.0,0.0,1920,CTI,TLM,10
1920-11-21,1516.489,1418.534,197.791656431,0.718704463008,0.757418884852,0,0,1.0,28.0,7.0,1920,CHI,HAM,10
1920-11-21,1278.366,1400.53,-38.3115554313,0.418468764481,0.445087626097,0,0,0.5,0.0,0.0,1920,ZAN,COL,10
1920-11-25,1300.0,1398.043,-13.1728254403,0.452590155627,0.481051858795,0,0,0.5,0.0,0.0,1920,ELY,COL,11
1920-11-25,1554.012,1457.677,189.176064689,0.716815308847,0.748190535951,0,0,1.0,28.0,0.0,1920,DAY,DHR,11
1920-11-25,1300.0,1402.343,-12.6385117592,0.44646509552,0.481819737845,0,0,1.0,27.0,0.0,1920,CHB,HAM,11
1920-11-25,1484.651,1328.34,246.256819925,0.781421336812,0.804956904818,0,0,0.0,3.0,14.0,1920,RCH,ATN,11
1920-11-25,1602.871,1571.135,129.130283161,0.635725040733,0.677724405923,0,0,1.0,7.0,0.0,1920,AKR,CBD,11
1920-11-25,1297.498,1532.679,-146.034340511,0.272963105415,0.301399748882,0,0,0.0,0.0,6.0,1920,CHT,CHI,11
1920-11-28,1571.78,1617.382,56.8613681295,0.527886995551,0.581107233395,0,0,0.0,0.0,14.0,1920,DAY,AKR,12
1920-11-28,1532.273,1542.54,79.860237255,0.578121933754,0.612945966084,0,0,1.0,7.0,6.0,1920,ARI,CHI,12
1920-11-28,1549.69,1443.913,198.227705168,0.727717231096,0.757879781014,0,0,1.0,7.0,0.0,1920,BFF,CTI,12
1920-11-28,1287.638,1307.111,75.5572265787,0.565146176095,0.607053238488,0,0,1.0,27.0,0.0,1920,CHT,THO,12
1920-11-28,1496.08,1300.0,281.287707201,0.818006199214,0.834687834247,0,0,1.0,48.0,7.0,1920,RII,WJA,12
1920-11-28,1289.71,1441.473,-41.183583071,0.377670405241,0.441008094854,0,0,0.0,6.0,7.0,1920,ROS,RCH,12
1920-11-28,1439.909,1292.402,252.901043076,0.772641768635,0.810891821134,0,0,0.5,0.0,0.0,1920,DHR,LAN,12
1920-12-04,1560.198,1556.623,90.7705033108,0.597425503593,0.627736141049,0,0,1.0,7.0,3.0,1920,BFF,CBD,13
1920-12-05,1300.0,1544.056,-144.10370366,0.262942759701,0.303744965992,0,0,0.5,0.0,0.0,1920,WGC,CBD,14
1920-12-05,1284.673,1446.51,-53.1862363779,0.364140329397,0.424051194531,0,0,0.5,0.0,0.0,1920,ROS,RCH,14
1920-12-05,1537.98,1536.833,90.2157476058,0.594059464986,0.626989585195,0,0,0.0,0.0,10.0,1920,ARI,CHI,14
1920-12-05,1431.594,1300.0,237.034287052,0.756149916544,0.796486694747,0,0,0.5,7.0,7.0,1920,DHR,DTM,14
1920-12-05,1572.764,1646.228,15.5197662876,0.48782173393,0.522319895611,0,0,0.5,0.0,0.0,1920,BFF,AKR,14
1920-12-05,1396.597,1300.0,212.594936012,0.717121358548,0.772730678793,0,0,1.0,24.0,0.0,1920,COL,CWP,14
1920-12-11,1300.0,1536.826,-138.118224227,0.271087911975,0.31108056357,0,0,1.0,13.0,7.0,1920,UAP,CBD,15
1920-12-12,1566.206,1645.856,32.0751387423,0.478929441433,0.546029141855,0,0,0.5,0.0,0.0,1920,CHI,AKR,15
1920-12-18,1300.0,1506.055,-109.510709036,0.307469187916,0.34742113337,0,0,0.0,0.0,39.0,1920,RIC,CBD,16
1920-12-19,1300.0,1508.607,-102.632092361,0.304349991896,0.356451819482,0,0,0.5,14.0,14.0,1920,CST,ARI,16
1921-09-25,1598.476,1444.042,245.678724585,0.779570230574,0.804433908135,0,0,1.0,14.0,0.0,1921,AKR,COL,1
1921-10-02,1507.161,1300.0,296.496296829,0.827310465706,0.846416853697,0,0,0.5,0.0,0.0,1921,RII,DTI,1
1921-10-02,1530.29,1433.186,181.980119648,0.717713030592,0.740306418609,0,0,1.0,42.0,13.0,1921,DAY,COL,2
1921-10-02,1550.424,1411.544,219.535976806,0.763800099382,0.779671088797,0,0,1.0,17.0,0.0,1921,BFF,HAM,2
1921-10-02,1503.427,1504.688,95.8147277535,0.590712399851,0.634496034699,0,0,1.0,20.0,0.0,1921,ARI,MNN,2
1921-10-02,1300.0,1413.889,-13.889,0.430103789595,0.480022762758,0,0,1.0,21.0,0.0,1921,ECG,LOU,2
1921-10-02,1609.332,1502.63,204.867898195,0.728771018359,0.764824512453,0,0,1.0,41.0,0.0,1921,AKR,CCL,2
1921-10-09,1336.032,1469.651,-39.5760643287,0.402513580927,0.443290526935,0,0,1.0,14.0,0.0,1921,ECG,MUN,3
1921-10-09,1519.915,1399.048,215.595581225,0.744584831841,0.775749847996,0,0,0.5,7.0,7.0,1921,CBD,HAM,3
1921-10-09,1309.982,1548.174,-130.493799418,0.269536923982,0.320563652533,0,0,1.0,10.0,7.0,1921,DTI,DAY,3
1921-10-09,1562.92,1415.301,224.939861981,0.772755005083,0.784968309598,0,0,1.0,38.0,0.0,1921,BFF,COL,3
1921-10-09,1527.647,1628.139,-1.75083262087,0.449099838957,0.497480370645,0,0,0.0,0.0,23.0,1921,ARI,AKR,3
1921-10-10,1546.233,1497.179,164.883749093,0.658484428916,0.720943632037,0,0,1.0,14.0,10.0,1921,CHI,RII,3
1921-10-16,1578.103,1300.0,365.681314556,0.878153530089,0.891391190936,0,0,1.0,55.0,0.0,1921,BFF,NG1,4
1921-10-16,1331.966,1656.231,-224.584673201,0.183554383918,0.215377011008,0,0,0.0,0.0,20.0,1921,DTI,AKR,4
1921-10-16,1526.191,1512.456,105.158316257,0.611408130473,0.646877045337,0,0,0.5,14.0,14.0,1921,DAY,CBD,4
1921-10-16,1499.555,1486.728,112.659447269,0.610165567392,0.656676850232,0,0,0.0,7.0,14.0,1921,ARI,RII,4
1921-10-16,1457.27,1400.118,142.63348287,0.668888773033,0.694462220799,0,0,1.0,35.0,9.0,1921,CTI,COL,4
1921-10-16,1369.434,1406.508,45.9547764811,0.540102420632,0.565751247744,0,0,0.0,0.0,3.0,1921,ECG,HAM,4
1921-10-16,1556.684,1463.244,200.175302751,0.713420281597,0.759931075271,0,0,1.0,16.0,13.0,1921,CHI,RCH,4
1921-10-16,1436.249,1483.823,54.6739724701,0.525057022015,0.57803905786,0,0,0.0,0.0,14.0,1921,MUN,CCL,4
1921-10-23,1413.889,1480.468,30.5278694722,0.497727651981,0.543820422142,0,0,1.0,7.0,6.0,1921,GB,MNN,4
1921-10-23,1564.096,1522.793,148.718419865,0.648380766169,0.701843523715,0,0,1.0,7.0,0.0,1921,CHI,DAY,5
1921-10-23,1477.948,1512.487,55.0479734855,0.543724926783,0.578564088669,0,0,1.0,28.0,0.0,1921,CTI,CCL,5
1921-10-23,1473.248,1379.44,168.210524751,0.713853191933,0.724780046727,0,0,1.0,17.0,6.0,1921,ARI,COL,5
1921-10-23,1586.589,1455.832,220.284095522,0.755260413465,0.780409988875,0,0,1.0,28.0,0.0,1921,BFF,RCH,5
1921-10-23,1321.967,1513.034,-87.6679873339,0.326139043962,0.376446764448,0,0,0.0,0.0,14.0,1921,DTI,RII,5
1921-10-23,1515.853,1666.229,-46.7209325856,0.379548803351,0.433165547799,0,0,0.0,0.0,3.0,1921,CBD,AKR,5
1921-10-30,1473.5,1366.177,196.590697896,0.729477041605,0.756146411614,0,0,1.0,28.0,0.0,1921,MNN,COL,6
1921-10-30,1420.857,1529.741,-5.84030546271,0.437179567206,0.491595916374,0,0,0.0,3.0,13.0,1921,GB,RII,6
1921-10-30,1676.36,1440.697,339.383209443,0.84950901288,0.875843743776,0,0,1.0,19.0,0.0,1921,AKR,RCH,6
1921-10-30,1601.725,1305.261,387.537398198,0.889018452709,0.902985372655,0,0,1.0,21.0,0.0,1921,BFF,DTI,6
1921-10-30,1508.844,1508.256,103.549179132,0.593283234067,0.644758271516,0,0,1.0,3.0,2.0,1921,DAY,CTI,6
1921-11-06,1486.511,1421.675,141.036532519,0.678611056864,0.692508175393,0,0,1.0,7.0,0.0,1921,ARI,HAM,6
1921-11-06,1550.297,1490.395,157.281129438,0.672385386279,0.71205444522,0,0,1.0,14.0,3.0,1921,RII,MNN,7
1921-11-06,1400.301,1354.267,149.579601039,0.654564249889,0.702879857216,0,0,1.0,43.0,6.0,1921,GB,ECG,7
1921-11-06,1349.282,1684.292,-219.822486186,0.174465721598,0.220045721741,0,0,0.0,0.0,21.0,1921,COL,AKR,7
1921-11-06,1607.617,1502.781,195.03431247,0.726642590829,0.754490631018,0,0,1.0,10.0,6.0,1921,BFF,CTI,7
1921-11-06,1432.764,1478.004,55.0036546549,0.528406304492,0.578501882178,0,0,1.0,45.0,0.0,1921,RCH,TON,7
1921-11-06,1505.723,1514.319,98.9520888824,0.580466210949,0.638674105652,0,0,1.0,14.0,0.0,1921,CBD,DAY,7
1921-11-06,1578.045,1299.368,382.902201789,0.878506638683,0.900622660546,0,0,1.0,20.0,9.0,1921,CHI,DTI,7
1921-11-13,1424.224,1409.054,95.7508459886,0.6133689181,0.634410749221,0,0,1.0,14.0,7.0,1921,GB,HAM,8
1921-11-13,1615.786,1693.899,1.33202713342,0.48113783144,0.501916931746,0,0,0.5,0.0,0.0,1921,BFF,AKR,8
1921-11-13,1494.613,1527.878,62.1055363178,0.545543747636,0.588437107278,0,0,0.0,0.0,7.0,1921,CTI,CBD,8
1921-11-13,1583.267,1565.704,118.257813246,0.61663053064,0.663905331561,0,0,1.0,3.0,0.0,1921,CHI,RII,8
1921-11-13,1492.164,1294.146,301.136712141,0.819661131232,0.849857297829,0,0,1.0,27.0,0.0,1921,DAY,DTI,8
1921-11-20,1468.554,1339.675,211.405770511,0.75325664244,0.771526261918,0,0,1.0,27.0,13.0,1921,RCH,COL,9
1921-11-20,1502.9,1693.323,-97.9900941528,0.326954300257,0.362604802371,0,0,1.0,3.0,0.0,1921,DAY,AKR,9
1921-11-20,1499.133,1439.739,154.750990255,0.671740891184,0.709059013785,0,0,0.5,3.0,3.0,1921,ARI,GB,9
1921-11-20,1593.512,1471.592,225.692886883,0.745735897819,0.785699083131,0,0,1.0,22.0,7.0,1921,CHI,CTI,9
1921-11-20,1616.361,1550.898,146.416269056,0.679397730774,0.699062972618,0,0,0.5,7.0,7.0,1921,BFF,CBD,9
1921-11-24,1673.534,1556.37,220.63386658,0.740509866532,0.780754838448,0,0,0.0,0.0,14.0,1921,AKR,CBD,10
1921-11-24,1606.507,1610.89,107.864314795,0.586360387182,0.650427056314,0,0,0.0,6.0,7.0,1921,CHI,BFF,10
1921-11-27,1619.249,1522.689,184.119606776,0.717078149935,0.742667164268,0,0,1.0,7.0,0.0,1921,BFF,DAY,11
1921-11-27,1598.148,1444.976,253.433664645,0.778319333513,0.811361535202,0,0,1.0,20.0,0.0,1921,CHI,GB,11
1921-11-27,1330.343,1482.179,-64.1698871289,0.377571643295,0.40868804938,0,0,1.0,48.0,0.0,1921,ECG,CCL,11
1921-11-27,1300.0,1600.097,-205.576133218,0.205326960845,0.234442970553,0,0,0.0,0.0,15.0,1921,SEN,CBD,11
1921-12-03,1630.21,1629.807,79.9975609823,0.593026239062,0.613133489832,0,0,1.0,14.0,0.0,1921,BFF,AKR,11
1921-12-03,1291.514,1458.597,-60.9637155511,0.357177223134,0.413155617935,0,0,0.0,0.0,17.0,1921,NG1,CTI,12
1921-12-04,1377.857,1327.393,139.738920379,0.660307359577,0.690915299259,0,0,0.0,0.0,6.0,1921,LOU,COL,12
1921-12-04,1610.429,1651.616,69.1070871117,0.53421610024,0.598161945572,0,0,1.0,10.0,7.0,1921,CHI,BFF,13
1921-12-04,1493.895,1608.401,-32.1939561156,0.429233424147,0.453801320654,0,0,0.0,0.0,7.0,1921,ARI,AKR,13
1921-12-11,1289.713,1478.329,-88.5949557065,0.329247405424,0.375195035029,0,0,1.0,7.0,0.0,1921,SEN,CTI,13
1921-12-11,1623.205,1610.384,94.8691042483,0.610157351844,0.633232718801,0,0,1.0,10.0,0.0,1921,CHI,CBD,14
1921-12-18,1641.262,1476.436,267.999533553,0.789677871485,0.823861138863,0,0,0.5,0.0,0.0,1921,CHI,ARI,15
1921-12-18,1319.27,1592.326,-185.417239759,0.231890573625,0.255907856725,0,0,0.0,14.0,28.0,1921,SEN,CBD,15
1922-10-01,1491.847,1300.0,282.383016644,0.814350470946,0.835556003681,0,0,1.0,3.0,0.0,1922,ARI,MIL,1
1922-10-01,1594.227,1430.693,243.39450065,0.788439965079,0.802357015744,0,0,1.0,7.0,0.0,1922,BFF,HAM,1
1922-10-01,1509.485,1300.0,307.224398335,0.829213393837,0.854274244032,0,0,1.0,36.0,0.0,1922,DAY,OOR,1
1922-10-01,1570.867,1402.157,273.706457046,0.793367207217,0.82857777186,0,0,1.0,38.0,0.0,1922,CBD,LOU,1
1922-10-01,1504.938,1422.188,187.136745342,0.700675661108,0.745972403936,0,0,1.0,15.0,0.0,1922,TOL,ECG,1
1922-10-01,1493.002,1589.952,11.7889891907,0.454149426978,0.516959211112,0,0,0.0,0.0,6.0,1922,RAC,CHI,1
1922-10-01,1585.573,1404.677,273.386378476,0.804630599286,0.828315907984,0,0,1.0,36.0,0.0,1922,AKR,COL,1
1922-10-01,1538.64,1456.797,184.328862744,0.699579495098,0.742897306327,0,0,1.0,19.0,14.0,1922,RII,GB,1
1922-10-08,1520.492,1295.391,321.960710762,0.841569900747,0.864520517828,0,0,0.5,12.0,12.0,1922,TOL,MIL,2
1922-10-08,1289.034,1391.986,-13.5484578184,0.44559888477,0.480512079015,0,0,1.0,20.0,6.0,1922,OOR,COL,2
1922-10-08,1548.732,1607.373,44.7222710926,0.509150314904,0.56400739646,0,0,0.0,6.0,10.0,1922,RII,CHI,2
1922-10-08,1446.705,1475.58,72.0573386207,0.551801512538,0.602237162739,0,0,0.0,6.0,10.0,1922,GB,RAC,2
1922-10-08,1520.451,1584.553,28.0309607207,0.501292323006,0.54025249593,0,0,0.5,0.0,0.0,1922,DAY,CBD,2
1922-10-12,1598.264,1488.89,214.233445417,0.731800618399,0.774382848479,0,0,0.5,13.0,13.0,1922,AKR,RCH,2
1922-10-15,1623.81,1495.96,226.080196368,0.75215406213,0.786074243867,0,0,1.0,7.0,0.0,1922,CHI,RCH,3
1922-10-15,1510.074,1422.723,174.849164548,0.706200753988,0.73233712458,0,0,1.0,14.0,0.0,1922,TOL,HAM,3
1922-10-15,1532.295,1406.634,222.812136387,0.749797567715,0.78289368775,0,0,1.0,60.0,0.0,1922,RII,ECG,3
1922-10-15,1602.197,1361.432,314.146286489,0.853225293259,0.859164926885,0,0,1.0,19.0,0.0,1922,BFF,COL,3
1922-10-15,1305.808,1493.638,-85.7395704189,0.330247400549,0.379056072376,0,0,1.0,20.0,0.0,1922,MIL,RAC,3
1922-10-15,1584.593,1319.588,370.579744714,0.869853207515,0.894091110315,0,0,1.0,14.0,0.0,1922,CBD,OOR,3
1922-10-15,1520.411,1484.992,127.668888601,0.640620483063,0.675884265518,0,0,1.0,17.0,0.0,1922,DAY,MNN,3
1922-10-15,1496.457,1428.647,161.633599308,0.682333362269,0.717164095301,0,0,1.0,16.0,3.0,1922,ARI,GB,3
1922-10-22,1349.001,1412.835,35.5360154627,0.501678002587,0.55096284713,0,0,0.5,0.0,0.0,1922,MIL,GB,4
1922-10-22,1540.279,1407.841,214.415934563,0.757044638238,0.774566331285,0,0,1.0,20.0,0.0,1922,DAY,HAM,4
1922-10-22,1512.269,1465.124,130.476678773,0.656008886947,0.679414881693,0,0,1.0,3.0,0.0,1922,ARI,MNN,4
1922-10-22,1450.445,1524.956,33.2411043896,0.486315988755,0.547692360976,0,0,0.0,0.0,7.0,1922,RAC,TOL,4
1922-10-22,1551.226,1486.483,158.015865705,0.678494286663,0.712920849866,0,0,1.0,26.0,0.0,1922,RII,RCH,4
1922-10-22,1633.287,1609.918,130.506133749,0.62449999926,0.679451811716,0,0,1.0,7.0,0.0,1922,CHI,BFF,4
1922-10-22,1591.194,1590.722,96.8238899182,0.593122097215,0.635842196471,0,0,0.0,0.0,22.0,1922,AKR,CBD,4
1922-10-29,1553.854,1594.904,60.4986792763,0.534412330495,0.58619518005,0,0,0.0,0.0,7.0,1922,DAY,BFF,5
1922-10-29,1412.886,1571.238,-49.0572603271,0.368797897671,0.429866391609,0,0,0.5,0.0,0.0,1922,GB,RII,5
1922-10-29,1648.3,1629.058,104.35043691,0.618912744208,0.645814014512,0,0,0.0,6.0,7.0,1922,CHI,CBD,5
1922-10-29,1430.307,1466.471,62.177337818,0.541403315262,0.588537201636,0,0,1.0,9.0,0.0,1922,RAC,RCH,5
1922-10-29,1348.95,1394.265,38.8489322465,0.528298717873,0.555676263228,0,0,0.5,0.0,0.0,1922,MIL,HAM,5
1922-10-29,1521.344,1353.711,240.101379091,0.792349004835,0.799333614108,0,0,1.0,37.0,6.0,1922,ARI,COL,5
1922-10-29,1545.095,1388.471,250.979213767,0.781728927223,0.80918952319,0,0,1.0,39.0,0.0,1922,TOL,LOU,5
1922-10-29,1552.859,1313.459,335.512784005,0.852238541049,0.873400630931,0,0,1.0,62.0,0.0,1922,AKR,OOR,5
1922-11-05,1637.979,1559.724,189.677142677,0.695220833013,0.748733578907,0,0,0.5,0.0,0.0,1922,CBD,TOL,6
1922-11-05,1534.361,1617.375,11.2442753987,0.474098975513,0.516176165804,0,0,1.0,9.0,7.0,1922,ARI,BFF,6
1922-11-05,1416.887,1340.694,158.497309654,0.692699937565,0.713487725673,0,0,1.0,3.0,0.0,1922,GB,COL,6
1922-11-05,1456.049,1302.703,256.398451779,0.778492103974,0.813959789807,0,0,1.0,13.0,6.0,1922,MNN,OOR,6
1922-11-05,1639.378,1531.384,210.846691717,0.730238609552,0.7709584624,0,0,1.0,9.0,0.0,1922,CHI,DAY,6
1922-11-05,1451.153,1373.841,169.029411646,0.694069410133,0.725719348258,0,0,1.0,57.0,0.0,1922,RAC,LOU,6
1922-11-05,1563.615,1395.128,251.067362428,0.793156685174,0.809267858172,0,0,1.0,22.0,0.0,1922,AKR,HAM,6
1922-11-11,1474.488,1332.688,220.789106273,0.766819121579,0.780907768979,0,0,1.0,34.0,0.0,1922,RAC,COL,7
1922-11-12,1546.011,1575.341,62.3211458608,0.5511536557,0.588737654153,0,0,1.0,7.0,0.0,1922,ARI,AKR,7
1922-11-12,1567.237,1519.867,148.602204219,0.656301105209,0.701703512291,0,0,1.0,43.0,0.0,1922,RII,DAY,7
1922-11-12,1350.506,1387.704,70.4486976877,0.539925113158,0.600016846606,0,0,1.0,13.0,6.0,1922,LOU,ECG,7
1922-11-12,1632.025,1605.724,138.645856962,0.628449481202,0.689569984334,0,0,1.0,3.0,0.0,1922,CBD,BFF,7
1922-11-12,1424.894,1464.43,53.5942120538,0.536580167041,0.576522280462,0,0,1.0,14.0,6.0,1922,GB,MNN,7
1922-11-12,1650.896,1294.323,442.716233309,0.91884594876,0.927471299536,0,0,1.0,33.0,6.0,1922,CHI,OOR,7
1922-11-19,1348.087,1289.784,149.056172785,0.670354562314,0.7022502187,0,0,1.0,13.0,0.0,1922,MIL,OOR,8
1922-11-19,1655.435,1591.985,164.371145914,0.676868496577,0.720349595498,0,0,1.0,3.0,0.0,1922,CHI,RII,8
